Question Name,Question,Option A,Option B,Option C,Option D,Answer,Explanation
Question 214,If actual cost is $356000 and flexible budget cost is $255000 then flexible budget variance will be,$104000 ,$103000 ,$101000 ,$102000 ,C,No explanation
Question 215,Contribution margin per unit is multiplied to number of units sold to calculate,revenue margin,variable margin,contribution margin,divisor margin,C,No explanation
Question 216,If variable cost is $50000 and fixed cost is $30000 then operating income would be,$80000 ,$160000 ,$16000 ,$20000 ,D,No explanation
Question 217,If budgeted sales in unit is 50 and breakeven sales in unit is 12 then margin of safety in units will be,62,38,48,58,B,No explanation
Question 218,If nominal rate is 26% and inflation rate is 12% then real rate can be,13.75%,11.65%,12.50%,13.50%,C,No explanation
Question 219,A situation when groups and individuals work together for achieving a particular goal can be classified as,motivation,goal congruence,effort,autonomy,B,No explanation
Question 220,Sum of beginning work in process inventory units and started units is subtracted from sum of ending work in process inventory units and transferred out units of goods to calculate,Gross weighted spoilage,inventoriable spoilage,partial spoilage,total spoilage,D,No explanation
Question 221,Less skilled workers for operating machines then expected are classified as,cause for exceeding budget,cause of less employment,fixed cost variation,variable cost variation,A,No explanation
Question 222,Type of distribution which consists of alternative outcomes and probabilities of events is classified as,event table,outcome table,decision table,probability table,C,No explanation
Question 223,A cost consists of some fixed and some variable cost with respect to machine setup hours is termed as,setup cost,batch cost,facility cost,lump sum cost,A,No explanation
Question 224,Revenues are subtracted from cost of direct materials of sold goods is to calculate,throughput contribution,operating cost contribution,operating contribution,marginal contribution,A,No explanation
Question 225,A technique for estimating regression line which minimizes sum of vertical deviations squares is classified as,variable technique,least square technique,indexed technique,fixed technique,B,No explanation
Question 226,"Type of relationship stating ""how changes in cost driver drives cause changes in cost"" will be termed as",marginal plausibility,economic plausibility,financial plausibility,market plausibility,B,No explanation
Question 227,Cost of operating activity facility or any cost object which usually shares by two or more than two users is classified as,bundled cost,common cost,stand-alone cost,incremental cost,B,No explanation
Question 228,Lower plant leasing lower administrative costs lower depreciation on equipment and plant are all factors of,favorable price variance,unfavorable price variance,favorable spending variance,unfavorable spending variance,C,No explanation
Question 229,Carrying costs of inventories and price discounts related to delayed deliveries are examples of,measures of growth and learning,measures of internal business processes,customer measures,financial measures,D,No explanation
Question 230,An officer responsible for financial operations of organization is considered as,chief financial officer,chief manager,chief line function,chief staff function,A,No explanation
Question 231,An effect of fixed cost to change in operating income is classified as,uncertain margin,certain margin,operating margin,operating leverage,D,No explanation
Question 232,Target operating income is multiplied to tax rate and then subtracted from target operating income to calculate,target net cost,target net income,target net gain,target net loss,B,No explanation
Question 233,Variance is stated difference between expected performance and the,revenue planning,actual results,marketing results,cost planning,B,No explanation
